pubdate,bvid,url,title,episodes,duration_h,views,likes,coins,favs,replies,author,intro
2025-05-04,BV1CGVwzFEat,https://www.bilibili.com/video/BV1CGVwzFEat,杀戮尖塔—萌新常见局内操作易错题扫盲！,1,0.11,293536,8439,834,2098,602,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-04-29,BV1KGGCz7EjA,https://www.bilibili.com/video/BV1KGGCz7EjA,杀戮尖塔—在尖塔当忍者！待我磨刀杀他去一刀一刀燃烧刀一直切黑字斩！,1,0.93,100926,2519,384,438,245,白夕Seal,点点赞汪！点点赞谢谢汪！ / BV1QwduYZED5 / 蕾忍mod另外两集在4.33月录播26号，从头翻很好找
2025-04-27,BV1hULRzAEkD,https://www.bilibili.com/video/BV1hULRzAEkD,【杀戮尖塔】窝瓜杯竞速赛合集,66,31.76,239443,2004,477,327,307,破碎的星光brkstar,进阶二十竞速赛，具体规则可以在主办方@压扁瓜  的动态查看，关注一下主办方@压扁瓜  谢谢喵
2025-04-26,BV1u2LXzdE9p,https://www.bilibili.com/video/BV1u2LXzdE9p,杀戮尖塔—2025窝瓜杯比赛合集白夕视角,68,31.62,96411,1371,157,126,99,白夕Seal,感谢主办方@压扁瓜   / 比赛规则为a20每层限一次sl的竞速挑战，碎心可以选择给对手塞诅咒或给自己减时或给自己塞涅奥的悲恸
2025-04-19,BV1gN5WzMEqd,https://www.bilibili.com/video/BV1gN5WzMEqd,杀戮尖塔—无敌者mod合集 最有节目效果的一集！,2,0.69,141682,1909,113,524,154,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-04-15,BV1wZopYQEPT,https://www.bilibili.com/video/BV1wZopYQEPT,杀戮尖塔—神人mod之无敌者：胜利目标是让白夕Seal豹毙！,1,1.18,262080,3990,202,1523,259,白夕Seal,如果白夕Seal豹毙了，算白夕Seal赢了 / 如果白夕Seal没豹毙，算白夕Seal赢了 / Mod名：无敌者
2025-04-13,BV172dBYHEuV,https://www.bilibili.com/video/BV172dBYHEuV,杀戮尖塔—从小萌新到万小时牢白夕理解成长在哪？局内思路篇！,1,0.12,193060,6630,1108,1241,401,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-04-10,BV1QwduYZED5,https://www.bilibili.com/video/BV1QwduYZED5,杀戮尖塔—2025白夕Seal4.333月录播合集,200,106.14,106357,642,126,98,66,白夕Seal,录播又不知道为啥限流了，闹麻重发
2025-04-03,BV1X5fwY7EeP,https://www.bilibili.com/video/BV1X5fwY7EeP,杀戮尖塔—2025白夕Seal4月录播合集,66,41.63,51972,567,90,61,86,白夕Seal,
2025-03-30,BV1eKZqY2EN2,https://www.bilibili.com/video/BV1eKZqY2EN2,杀戮尖塔—我说4级真的简单你二龙吗？神人mod之英语46级,1,0.85,120543,2922,184,400,288,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-03-30,BV185ZqY3Eev,https://www.bilibili.com/video/BV185ZqY3Eev,杀戮尖塔—尖塔圈反复传来喜讯！菜豹来辣mod合集！,15,9.76,53531,1373,108,150,60,白夕Seal,闹麻先留  故重发 / MOD：创意工坊搜SealMod / 其他部分BV1mQZgYcEze
2025-03-27,BV1mQZgYcEze,https://www.bilibili.com/video/BV1mQZgYcEze,杀戮尖塔—尖塔圈传来喜讯！菜豹来辣mod合集！,5,5.02,63016,1815,302,280,151,白夕Seal,创意工坊搜索：SealMod / 感谢mod作者@乐园の主义   / 我说你就是个豹白你能反驳吗？ / 手绘图图有点可爱了！
2025-03-24,BV1cqXbYdE7x,https://www.bilibili.com/video/BV1cqXbYdE7x,杀戮尖塔—2025白夕Seal3.74月录播合集,94,49.78,59685,622,94,55,107,白夕Seal,
2025-03-20,BV16UXcYCEBN,https://www.bilibili.com/video/BV16UXcYCEBN,杀戮尖塔—有个职业差点豹毙，还半个卡组都是能力，还能凭空印出能力，你知道是谁~,1,0.7,43249,1222,104,63,63,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-03-19,BV1UZQXYvEKm,https://www.bilibili.com/video/BV1UZQXYvEKm,杀戮尖塔—开局10交锋+狗X发牌！最后碎三心！这还是人类吗？？？,1,0.66,68590,1962,263,175,123,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-03-18,BV1USX3YXErL,https://www.bilibili.com/video/BV1USX3YXErL,杀戮尖塔—粉丝：小伙伴和我都豹毙了！豹豹：是谁拥有沮爹的过牌量和沙摩柯的过牌质量？,2,1.55,26172,751,71,38,63,白夕Seal,点点赞汪！点点赞谢谢汪！ / 像沮授一样过牌，像沙摩柯一样弃牌
2025-03-17,BV1f4QqY6EpC,https://www.bilibili.com/video/BV1f4QqY6EpC,杀戮尖塔—粉丝：打不过！豹豹：抛开三费没过牌不论，删2爽种！,1,1.05,31547,977,122,52,147,白夕Seal,
2025-03-12,BV1oRQ7YSEoJ,https://www.bilibili.com/video/BV1oRQ7YSEoJ,杀戮尖塔—连胜毒蛋爽种给红面具尽孝！每5000小时的罕见事件！,1,1.03,53196,1291,115,80,227,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-03-08,BV1JQ9XY4EHG,https://www.bilibili.com/video/BV1JQ9XY4EHG,杀戮尖塔—豹黑：观者删2爽种！ 豹豹：一共只删3全对对对！,1,1.13,45657,1176,93,84,174,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-03-07,BV1GQ9yYsEua,https://www.bilibili.com/video/BV1GQ9yYsEua,你和豹豹差别在哪？万小时观者抓牌分析！自带半个金冠的弱势职业！,1,0.24,348935,7899,886,1606,863,白夕Seal,sl局观者连胜抓率分享 / 统计mod名：sts metrics / 点点赞汪！点点赞谢谢汪！
2025-03-02,BV1N5XRYqEXj,https://www.bilibili.com/video/BV1N5XRYqEXj,杀戮尖塔—2025白夕Seal3月录播合集,197,114.86,111001,771,122,101,64,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-02-27,BV1epPEeyEyq,https://www.bilibili.com/video/BV1epPEeyEyq,杀戮尖塔—杀戮尖塔—2025白夕Seal2.5月录播合集（被隐藏）,40,20.31,32616,482,64,39,68,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-02-27,BV1YtPEe3Ec7,https://www.bilibili.com/video/BV1YtPEe3Ec7,杀戮尖塔—机器人后又一力作！25只怪单杂技过牌猎！时长再次说明一切！,1,5.22,21214,791,228,121,166,白夕Seal,25只怪选牌+星系仪5选+一二层boss2选   把麻当成一个点，闹麻就是拍点点，拍就完事了！ / 点点赞汪！点点赞谢谢汪！ / 重温6小时机器人 BV1km411673B
2025-02-26,BV1b2PVe9E5w,https://www.bilibili.com/video/BV1b2PVe9E5w,杀戮尖塔—尖塔最废超能力之：吸血！但下回合全吐了！多吐少也不补！,1,0.57,48758,1256,114,73,122,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-02-25,BV1v4PaeJEMc,https://www.bilibili.com/video/BV1v4PaeJEMc,杀戮尖塔—司辰mod试玩！又玉又有输输！,1,0.67,91810,1660,66,515,122,白夕Seal,mod名：司辰 / 因为录制bug重传一下 / 作者@莱茵人偶-零三型   / 点点赞汪！点点赞谢谢汪！
2025-02-25,BV1J7PaexEsJ,https://www.bilibili.com/video/BV1J7PaexEsJ,杀戮尖塔—输错种子结果若出剧毒种？矛盾血入40血幽魂药！豹豹：胜利会带回山东的！,1,2.21,54956,1429,139,223,110,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-02-17,BV1DWwoe6Egh,https://www.bilibili.com/video/BV1DWwoe6Egh,你和豹豹差别在哪？万小时猎手抓牌分析！特色的防御和运转篇！,1,0.18,228667,6081,1082,879,604,白夕Seal,sl局猎手连胜抓率分享 / 统计mod名：sts metrics / 点点赞汪！点点赞谢谢汪！
2025-02-12,BV13YNBeYE9y,https://www.bilibili.com/video/BV13YNBeYE9y,你和豹豹差别在哪？万小时猎手抓牌分析！两极分化的猎手攻击牌！,1,0.22,368391,8000,1239,1682,636,白夕Seal,sl局猎手连胜抓率分享 / 统计mod名：sts metrics / 点点赞汪！点点赞谢谢汪！
2025-02-10,BV1gcN9e6Eyi,https://www.bilibili.com/video/BV1gcN9e6Eyi,杀戮尖塔—种子号也有塔学？死灵种子揭秘！这是人类能写出来代码？,1,0.06,93898,3087,346,281,183,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-02-10,BV1cpN9exELc,https://www.bilibili.com/video/BV1cpN9exELc,杀戮尖塔—第五届每周日豹杯！赛事不大，创造神话！,10,7.06,155957,1784,205,227,598,白夕Seal,比赛规则是nosl但是可以在限时内若种的竞速比赛 / 死灵种子解释：BV1gcN9e6Eyi / 省流：P1:棱镜竞速a20一命通关 / P2:举手四目加罚下 / P3:偶遇万小时未遇死灵种子，无法逃脱 / P4:和心脏同归于尽一步败北 / P5:农种遭遇树枝陷阱 灵体孩舅精神解毒 / P6:真爽种花式豹毙+交锋卡坚毅卡交锋卡坚毅 / 另一位解说是孩舅那个@菜农来辣   / 点点赞汪！点点赞谢谢汪！
2025-02-05,BV1WhPyeNEto,https://www.bilibili.com/video/BV1WhPyeNEto,杀戮尖塔—2025年让随机数再次伟大！第一次讲清帧率随机数运作原理！,1,0.11,45918,2208,476,368,209,白夕Seal,对实战没太大价值，也许可以节约一点点sl时间 / 萌新看这个 BV1pL4y1L7jX / 感谢@超帕味棉花糖  的随机数预览mod，创意工坊搜随机数就能找到 / 点点赞汪！点点赞谢谢汪！
2025-02-03,BV1sxP9e8EEa,https://www.bilibili.com/video/BV1sxP9e8EEa,杀戮尖塔—2025白夕Seal2月录播合集,196,144.55,119780,850,173,108,109,白夕Seal,点点赞汪！点点赞谢谢汪！ / BV1epPEeyEyq 25号往后录播 / 比赛录播看空间单发 / 近日b站抽风，录播无法切割，过几天看看 / 感谢@我在非洲的前期  的封面汪！
2025-02-03,BV1N9FCedEzF,https://www.bilibili.com/video/BV1N9FCedEzF,杀戮尖塔—兔杯冠军赛！极限87分钟nosl碎3心！,2,1.46,101163,2545,937,562,421,白夕Seal,ro粮杯过去了，但只若了一把种子，真得判负！ / 点点赞汪！点点赞谢谢汪！
2025-01-30,BV1YAFVeEEax,https://www.bilibili.com/video/BV1YAFVeEEax,杀戮尖塔—ro粮杯 兔杯录播合集！,2,0.77,45911,1401,379,111,358,白夕Seal,比赛规则是取10个白嫖开的种子，在90分钟内取碎心的一次成绩的竞速比赛 / 主办方@不喜欢吃香菜的兔子O_o   / 把种子看成一个点，若种就是拍点点，拍就完事了噶人们
2025-01-28,BV1fxFpeWEoq,https://www.bilibili.com/video/BV1fxFpeWEoq,杀戮尖塔—什么是拍点点？哈基豹舍身询问古神，如今大脑褶皱已如玻璃般光滑！,1,0.03,73739,1979,209,192,245,白夕Seal,所以现在看到什么都是点点什么都可以拍点点拍就完事了
2025-01-25,BV1FqfRYVEHX,https://www.bilibili.com/video/BV1FqfRYVEHX,杀戮尖塔—2025年还有尖塔萌新？最近的萌新都在问啥？,1,0.08,200948,5928,405,861,536,白夕Seal,终于找到地方用乳机素材了，回答了一下最近直播经常见到的一些问题~ / 点点赞汪！点点赞谢谢汪！
2025-01-24,BV1PffjYyEaP,https://www.bilibili.com/video/BV1PffjYyEaP,40斤食肉猛兽生擒猎物威胁逼迫两脚兽就范实录,1,0.01,29620,1420,98,39,185,白夕Seal,"修勾叫豹豹，现在9个月大的公史宾格，非常懦，纯懦米豹。 / 当时外面麻麻和姥姥在吃饭，不允许小狗上桌所以先关主播屋里，但是小狗碰到这种情况就会叼着玩具嘤嘤嘤装可怜要出去讨好吃的。 / 今天早晨带修勾出去溜溜，然后出门就夹着尾巴，狗绳一不小心脱手直接带着狗链握把当流星锤飞奔往家跑，一路跑一路被流星锤吓的到处飚料，纯一条洒水车 ,回家直接洗澡了  懦！"
2025-01-22,BV1mVf8YQEy9,https://www.bilibili.com/video/BV1mVf8YQEy9,杀戮尖塔—2025白夕Seal1.64月录播合集,106,63.13,67496,654,134,74,80,白夕Seal,点点赞汪！点点赞谢谢汪！
2025-01-12,BV17Ec3eWE8k,https://www.bilibili.com/video/BV17Ec3eWE8k,你和豹豹差别在哪？万小时鸡煲抓牌分析！第二期！什么牌能做到一次不抓？,1,0.21,197414,4552,813,641,478,白夕Seal,点点赞汪！点点赞谢谢汪！本视频为sl连胜环境下机器人抓牌率分享！ /  / 统计mod名：sts metrics /  / 没想到吧，答案根本不在封面！
2025-01-03,BV1E56mYgExY,https://www.bilibili.com/video/BV1E56mYgExY,杀戮尖塔—2025白夕Seal1月录播合集！,197,110.12,114751,750,160,101,122,白夕Seal,点点赞汪！点点赞谢谢汪！
2024-12-29,BV1U66bYzEkG,https://www.bilibili.com/video/BV1U66bYzEkG,杀戮尖塔—你和豹豹差别在哪？万小时鸡煲抓牌分析！第一期,1,0.17,244018,7368,1472,1075,450,白夕Seal,点点赞汪！点点赞谢谢汪！本视频为sl连胜环境下机器人抓牌率分享！ /  / 之前版本后半段视频在大家的统计数据配图上对轴晚了4秒！十分抱歉！已经更换正确源！ /  / 我说上一期视频点赞没到3000 结果第一期随便开坑的到3000了毫无基米精神！ / 统计mod名：sts metrics
2024-12-24,BV1zNCEYeEgY,https://www.bilibili.com/video/BV1zNCEYeEgY,杀戮尖塔—白夕Seal12.5月录播合集！,112,68.46,65516,497,104,60,68,白夕Seal,点点赞汪！点点赞谢谢汪！
2024-12-18,BV174kFYCEsy,https://www.bilibili.com/video/BV174kFYCEsy,蠕行的恐惧：克苏鲁选集—机枪扫射？菜刀砍头？克苏鲁：？,1,0.86,28273,627,65,73,70,白夕Seal,steam名称：蠕行的恐惧：克苏鲁选集 / 正式版更新了不少内容，现在把结局打出来啦！扫射太豪丸辣！
2024-12-17,BV1x1kEYVEBL,https://www.bilibili.com/video/BV1x1kEYVEBL,杀戮尖塔—你和豹豹差别在哪？万小时战士抓牌分析！最强蓝卡究竟是谁？,1,0.15,242938,5007,708,882,403,白夕Seal,"好久没做视频了噶人们，2天有点紧，上午才勉强肝出来了 / 现在做视频没有商单,B站也没有激励啦~ 如果大家喜欢一定记得点点赞汪！ / 点赞过3000，3天内更新下期！ /  / 以及如果想问灼热，334x0.3%=只拿了一次，然后差点神化开豹毙！ /  / 统计mod： 本地：sts metrics local / 联网云：sts metrics / 感谢作者@炮炮越  的帮助！"
2024-12-14,BV16QBGYgEQQ,https://www.bilibili.com/video/BV16QBGYgEQQ,杀戮尖塔—统计万小时玩家卡牌抓率！尽孝壁垒？你和豹豹差别在哪？,1,0.13,283187,5984,797,1006,736,白夕Seal,点点赞汪！点点赞谢谢汪！ / 统计mod：sts metrics 感谢@炮炮越  作者的帮助 / 还有想看的可以在评论区说职业和卡牌，点赞过1000两天内更新下期汪~
2024-12-02,BV1Bo6PYQEsV,https://www.bilibili.com/video/BV1Bo6PYQEsV,杀戮尖塔—白夕Seal12月录播合集！,200,114.71,114230,764,175,132,88,白夕Seal,点点赞汪！点点赞谢谢汪！
2024-11-21,BV1JCUSYqExE,https://www.bilibili.com/video/BV1JCUSYqExE,杀戮尖塔—菜农mod合集！⚠️严禁入内！☣️猪瘟传播☣️！⚠️,28,16.11,206724,2847,376,813,192,白夕Seal,基米！ / 第一章传送门BV175UhYyE3s
2024-11-19,BV1E6UsYYE1K,https://www.bilibili.com/video/BV1E6UsYYE1K,杀戮尖塔—白夕Seal11.5月录播合集！,161,93.4,55777,503,96,66,35,白夕Seal,点点赞汪，点点赞谢谢汪！
2024-11-16,BV175UhYyE3s,https://www.bilibili.com/video/BV175UhYyE3s,杀戮尖塔—尖塔唯一の神有mod了？充满农晷农盘农盒基米孩舅农黑农白唐笑豹指导之尖塔农黑化之菜农mod,1,0.94,105243,2470,262,333,175,白夕Seal,基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米基米 / 看在神的份上点个赞吧！
2024-10-28,BV1Pm15YTEAu,https://www.bilibili.com/video/BV1Pm15YTEAu,杀戮尖塔—典中典之删防打击四精英二层继续冲刺全部裸摸充满基米精神但不慎漏出猪头一点防不拿避免卡启动全靠局外烧牌矛盾极限尽孝壁垒硫磺却洗刷万小时世界观战,1,0.32,150188,4731,1359,868,295,白夕Seal,典中典之删防打击过四精英二层继续冲刺全部裸摸充满基米精神但不慎漏出猪头一点防不拿避免卡启动全靠局外烧牌矛盾极尽孝壁垒硫磺却洗刷万小时世界观战~ / 我说高手烧干的不是卡组是标点符号你二龙吗？ / 噶人们原来这个游戏是这样玩的我真的很孩怕！ / 点点赞吧别逼我跪下求你！
2024-10-28,BV1c915YAETy,https://www.bilibili.com/video/BV1c915YAETy,杀戮尖塔—白夕Seal11月录播合集！,174,103.26,91755,783,154,81,107,白夕Seal,点点赞吧！豹豹什么都会做的！ 10月录播点赞没有1%已经像虫且一样的似了！
2024-10-22,BV1geyJYtEnG,https://www.bilibili.com/video/BV1geyJYtEnG,杀戮尖塔—开局三诅咒还能爽种？看完直接孝死了！,1,0.35,72508,1890,130,138,126,白夕Seal,那谁来了直接轻哼上了~
2024-10-05,BV1yY1QY3ESw,https://www.bilibili.com/video/BV1yY1QY3ESw,杀戮尖塔—白夕Seal10月录播合集！,200,136.39,99325,721,136,96,92,白夕Seal,封面要下个月换力，屋屋
2024-09-26,BV1FGx3eRE5i,https://www.bilibili.com/video/BV1FGx3eRE5i,冰汽时代2—最高难度圣母流无死伤无规则无激进473周速通完美和解结局实况解说 最佳公式开局流程讲解,3,3.41,24226,1247,432,234,148,白夕Seal,第一次录实况，没想到这么累，反复录了好多次现在游戏时间都40小时啦 / 不知道合不合大家口味，总之也算纪念一下在B站的首次投稿。 / 如果大家喜欢以后会试着多做一些其他游戏实况解说~ / 三连点赞，谢谢喵！谢谢喵！ 保护海豹谢谢喵！ / 激进指的是游戏后期标红的需研究法案 / 规则指的是扩大执政官全力的一会内统治选项卡法案 / 有问题意见可以评论区提出哦~
2024-09-23,BV1UosSe5ERP,https://www.bilibili.com/video/BV1UosSe5ERP,杀戮尖塔—白夕Seal9.7333月录播合集！,84,56.04,46893,482,85,52,79,白夕Seal,严谨，如何呢
2024-09-11,BV18S4qeEEkQ,https://www.bilibili.com/video/BV18S4qeEEkQ,杀戮尖塔—天才点播：再次四世同堂连续剧！豹豹：我说机器人＞观者你能反驳吗？,4,2.2,93853,1863,356,389,144,白夕Seal,沟槽的紫人，孩舅那个不拉嗯造啊
2024-09-02,BV1EGHze9Exg,https://www.bilibili.com/video/BV1EGHze9Exg,杀戮尖塔—白夕Seal9月录播合集！,200,123.12,80610,607,117,80,64,白夕Seal,肚肚痛惹
2024-08-22,BV1uHWVezE9U,https://www.bilibili.com/video/BV1uHWVezE9U,杀戮尖塔—白夕Seal8.5月录播合集！,102,64.37,45773,517,98,47,42,白夕Seal,又满200P力，如何呢？
2024-07-31,BV1FM4m117xk,https://www.bilibili.com/video/BV1FM4m117xk,杀戮尖塔—白夕Seal8月录播合集！,200,140.31,50732,686,165,87,70,白夕Seal,极限提前入八，如何呢？
2024-07-28,BV1xw4m1k7WL,https://www.bilibili.com/video/BV1xw4m1k7WL,杀戮尖塔—尖塔冷知识特别篇：24年还有塔学大发现！我是真的渴了！,1,0.03,139647,5841,707,623,346,白夕Seal,懂得越多，懂的越少，如何呢？
2024-07-15,BV1RT421r7f3,https://www.bilibili.com/video/BV1RT421r7f3,杀戮尖塔—白夕Seal7.5月录播合集！,195,110.23,42415,674,172,74,81,白夕Seal,有望在八月前进入八月，如何呢？
2024-06-25,BV1n1421r7bj,https://www.bilibili.com/video/BV1n1421r7bj,杀戮尖塔—白夕Seal7月录播合集！,200,119.98,41852,612,128,82,44,白夕Seal,快进到七月，如何呢？
2024-06-15,BV1js421T7h7,https://www.bilibili.com/video/BV1js421T7h7,杀戮尖塔—无限构筑讲解教学！累计已鸽：2年！超级耐催王！,1,0.08,225784,7719,1536,2246,472,白夕Seal,发酵了2年的视频！无限视频不无限鸽了噶人们！纪念第一次接商单下期不日推出！
2024-06-13,BV1Hm421V7aS,https://www.bilibili.com/video/BV1Hm421V7aS,杀戮尖塔—第四届每周日豹杯！ 本期金句：雨不会一直下！头会！,7,2.75,22668,694,120,38,41,白夕Seal,星下秋月蚕似在了豹豹深远的套路之下！光流，你去把那小代给我，做掉！
2024-06-03,BV1yy411b7i7,https://www.bilibili.com/video/BV1yy411b7i7,杀戮尖塔—白夕Seal6月录播合集！,200,117.04,37626,576,129,64,38,白夕Seal,开幕豹毙，如何呢？ / 截止6.21日200p满，切换下个月份！
2024-05-20,BV1kM4m1k7ed,https://www.bilibili.com/video/BV1kM4m1k7ed,杀戮尖塔—第三届每周日豹杯！ 壮哉冠军以凡人之躯挑战神明！,9,3.52,174362,2919,386,467,622,白夕Seal,请到神了！什么是农神？！
2024-05-17,BV1HC41177yU,https://www.bilibili.com/video/BV1HC41177yU,杀戮尖塔—白夕Seal5.5月录播合集！,123,79.83,37566,427,77,53,33,白夕Seal,想写6月，但是太变态了！
2024-05-06,BV1Qw4m1X7Bt,https://www.bilibili.com/video/BV1Qw4m1X7Bt,杀戮尖塔—第二届每周日豹杯合集！ 建议更名为豹笑红温压力杯！,9,3.47,30832,832,144,97,147,白夕Seal,好累啊！噶人们好累啊！被苟弹幕气晕！
2024-04-25,BV1RE421K7Bg,https://www.bilibili.com/video/BV1RE421K7Bg,杀戮尖塔—白夕Seal5月录播合集！,195,116.62,40908,486,103,72,49,白夕Seal,豹豹说五月了就是五月了！
2024-04-21,BV1vD421H7aK,https://www.bilibili.com/video/BV1vD421H7aK,杀戮尖塔—第一届 每周日豹杯！赛事录播！,7,3.35,31691,1090,138,64,72,白夕Seal,恭喜不能剧透拿下第一届每周日豹杯冠军！
2024-04-16,BV1jE421T7cC,https://www.bilibili.com/video/BV1jE421T7cC,杀戮尖塔—危险生物见闻录之：1.地精大蒯头~,1,0.03,741650,15122,1123,1315,747,白夕Seal,是新系列，主旨是幽默教学！有意见可以提出喵！诚招剪辑，召唤豹白！ / 有请课代表在评论区总结本期干货！
2024-04-11,BV1Xr421x7A3,https://www.bilibili.com/video/BV1Xr421x7A3,杀戮尖塔2—定档2025年！新作资讯速览！解决了机器人是最弱职业的问题？,1,0.08,312935,7538,713,800,951,白夕Seal,steam搜slay the spire 2已经可以加入愿望单辣！我将停止呼吸直到2025！ / 感谢@爱丽丝拉斐尔_Official  官方大漏勺！
2024-04-06,BV1XE421g7p5,https://www.bilibili.com/video/BV1XE421g7p5,杀戮尖塔—普通职业！立刻做好攻杀的准备！永不鬼抽Nosl五固有豹破机！,1,0.68,57779,1240,138,74,61,白夕Seal,前半部分左上角不能跳金卡是上一局的要求！但是跟你豹了！
2024-04-02,BV1pJ4m1578X,https://www.bilibili.com/video/BV1pJ4m1578X,杀戮尖塔—白夕Seal4月录播合集！,196,129.76,45850,546,115,91,34,白夕Seal,四月辣！
2024-03-24,BV1zF4m1F75p,https://www.bilibili.com/video/BV1zF4m1F75p,杀戮尖塔—白夕Seal 3.5月录播合集！,92,58.45,20591,411,107,51,19,白夕Seal,200P满啦，看录播的豹白记得三连！
2024-03-07,BV1nC411p7TL,https://www.bilibili.com/video/BV1nC411p7TL,杀戮尖塔—白夕Seal 3月录播合集！,199,131.58,33875,451,130,73,46,白夕Seal,小丑牌录播有另外合集哦！ 空间里搜一下就行！
2024-03-07,BV1jC411a7uG,https://www.bilibili.com/video/BV1jC411a7uG,杀戮尖塔—粉丝：极其罕见观者手里剑毒种！毒麻了！ 豹豹：有点东西！,1,1.69,66354,1220,250,144,92,白夕Seal,加班sl了一小时，屋屋！ / 根据豹白意见将在视频下添加额外进度条方便大家跳过长时间sl
2024-02-25,BV1CC411H7ZM,https://www.bilibili.com/video/BV1CC411H7ZM,杀戮尖塔—第一届思豹尔杯 决赛日合集（含表演赛）,12,3.32,66651,1892,261,157,151,白夕Seal,"恭喜@超帕味棉花糖  第一次参赛便诈降一路直取冠军！ / 至此本届比赛和春节假期也算圆满结束咯，感谢解说和选手们的努力，也要感谢观众们的支持和陪伴！ / 再次祝大家新年快乐，下次就要明年再见辣！希望我们能一起在新年顺顺利利，共同成长！"
2024-02-18,BV1rm411D758,https://www.bilibili.com/video/BV1rm411D758,杀戮尖塔—第一届思豹尔杯四强赛合集,18,5.32,48259,1660,169,73,92,白夕Seal,"四强赛为双败瑞士轮，具体比赛规则可以看空间置顶动态，大家新年快乐鸭！ / 什么叫冠军吱吱啊！"
2024-02-15,BV146421g7L3,https://www.bilibili.com/video/BV146421g7L3,杀戮尖塔—第一届思豹尔杯8进4合集,26,9.28,42466,1462,150,89,59,白夕Seal,八强赛为bo3瑞士轮，具体比赛规则可以看空间置顶动态，大家新年快乐鸭！
2024-02-11,BV1fZ42127ys,https://www.bilibili.com/video/BV1fZ42127ys,杀戮尖塔—第一届思豹尔杯16进8合集,34,12.26,53364,1734,248,137,88,白夕Seal,具体比赛规则可以看空间置顶动态，大家新年快乐鸭！
2024-02-07,BV1TC41167na,https://www.bilibili.com/video/BV1TC41167na,杀戮尖塔—竞速技巧速览！手慢也可以用方法取胜！,1,0.05,32221,1566,184,112,49,白夕Seal,过不了海选一定是因为没发视频导致的！坏！豹豹！坏！
2024-02-04,BV11J4m1b7ct,https://www.bilibili.com/video/BV11J4m1b7ct,杀戮尖塔—白夕Seal2月录播合集！,200,94.14,32040,433,109,64,20,白夕Seal,"关注思豹尔杯喵！关注思豹尔杯谢谢喵！ / 注：有写数字的分P是连胜数"
2024-02-04,BV17F4m1u7M2,https://www.bilibili.com/video/BV17F4m1u7M2,杀戮尖塔—最有理解的一集！初见负1分钟竞速猎！,1,0.2,98309,2819,269,211,130,白夕Seal,减时是因为依据比赛规则，猎手棱镜碎心共减13分钟，具体移步主播空间置顶动态！ / 好快一个！一个好快！
2024-02-01,BV12C411B7oF,https://www.bilibili.com/video/BV12C411B7oF,杀戮尖塔—思豹尔杯二审高手 阅卷合集！,44,18.81,16844,418,82,35,54,白夕Seal,很喜欢豹豹的一句话，考的都是原题！
2024-01-26,BV1cg4y1m75E,https://www.bilibili.com/video/BV1cg4y1m75E,杀戮尖塔—思豹尔杯预热表演赛 哦不次 VS 小饼干,4,1.69,13677,451,81,34,39,白夕Seal,"美术素材还没画好所以暂时显示猫粮杯！ / 有什么建议和意见可以评论提出！ / 非常感谢往届冠军 @哦不次 以及 @嘤嘤哒才雪 为我们带来的精彩比赛！"
2024-01-23,BV1qN4y1H7Sd,https://www.bilibili.com/video/BV1qN4y1H7Sd,杀戮尖塔—2024年思豹尔杯海选一审直播,103,36.41,18539,405,72,27,48,白夕Seal,20号试审的未收录在内，对第一天评论区内评价不满意的请尽快投稿复核。
2024-01-19,BV1vK411e7ij,https://www.bilibili.com/video/BV1vK411e7ij,杀戮尖塔—思豹尔杯规则棱镜局录播合集,22,7.78,15451,450,85,33,60,白夕Seal,"噶人们等一哈我参考一哈！ / 美术素材晚点跟进！ / 有报名意向的选手请在动态查看报名方式！"
2024-01-10,BV1ut4y1o7Va,https://www.bilibili.com/video/BV1ut4y1o7Va,杀戮尖塔—晚尖食堂：3.死去活来的红色咔咔！,1,0.05,39645,2615,349,123,62,白夕Seal,3/20 / 不知道需不需要加某些牌或遗物的效果注释捏 / 原录播：BV1Ac411874v的P21
2024-01-07,BV1ft4y1d7Uh,https://www.bilibili.com/video/BV1ft4y1d7Uh,杀戮尖塔—晚尖食堂：2.绿帽但灵体观者贼！,1,0.04,27955,1934,233,76,79,白夕Seal,月更2/20 / 原录播：BV1Ac411874v的P26
